state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Uttar Pradesh,Lucknow,Wheat,Rabi,9.19,Black,0.435,0.232,401.7,28.0,1.06,46.41
Maharashtra,Pune,Sugarcane,Kharif,13.94,Loamy,0.268,0.778,848.3,21.4,5.79,86.99
Uttar Pradesh,Kanpur,Sugarcane,Kharif,14.95,Loamy,0.83,0.395,598.1,17.9,3.31,65.18
Maharashtra,Pune,Wheat,Kharif,3.38,Alluvial,0.73,0.445,500.7,22.3,4.48,72.71
Maharashtra,Pune,Cotton,Kharif,10.38,Alluvial,0.337,0.648,139.7,30.5,3.57,47.83
Haryana,Karnal,Sugarcane,Rabi,3.65,Red,0.447,0.544,137.0,38.9,4.33,35.95
Uttar Pradesh,Lucknow,Rice,Kharif,9.15,Red,0.394,0.713,736.9,28.8,2.2,77.86
Punjab,Ludhiana,Cotton,Kharif,5.4,Alluvial,0.679,0.782,366.0,20.8,5.16,73.01
Uttar Pradesh,Lucknow,Rice,Kharif,6.35,Loamy,0.763,0.646,343.2,20.6,5.79,74.17
Karnataka,Belagavi,Sugarcane,Kharif,11.11,Black,0.804,0.845,786.3,20.8,3.32,90.78
Punjab,Ludhiana,Rice,Kharif,12.61,Loamy,0.816,0.551,227.3,18.2,3.94,53.8
Uttar Pradesh,Kanpur,Wheat,Rabi,5.69,Red,0.278,0.76,301.8,16.3,3.23,36.57
Karnataka,Mysuru,Wheat,Rabi,4.76,Alluvial,0.627,0.768,272.4,25.2,3.04,64.37
Maharashtra,Pune,Sugarcane,Rabi,3.28,Loamy,0.311,0.867,621.9,30.9,5.77,86.7
Maharashtra,Nagpur,Maize,Kharif,11.83,Black,0.463,0.503,393.5,22.9,3.46,55.55
Punjab,Ludhiana,Sugarcane,Kharif,5.62,Loamy,0.416,0.885,936.1,29.4,5.91,100.0
Uttar Pradesh,Lucknow,Rice,Kharif,10.92,Black,0.67,0.706,79.7,17.5,2.67,37.44
Maharashtra,Pune,Cotton,Rabi,1.76,Alluvial,0.589,0.895,187.8,17.5,3.19,47.33
Maharashtra,Nagpur,Cotton,Rabi,5.06,Black,0.841,0.229,272.8,35.2,5.17,60.25
Haryana,Karnal,Sugarcane,Rabi,4.45,Black,0.519,0.408,192.5,22.3,3.9,46.09
Karnataka,Mysuru,Sugarcane,Kharif,9.85,Black,0.726,0.429,607.0,24.7,4.58,82.78
Haryana,Hisar,Sugarcane,Kharif,8.36,Alluvial,0.447,0.795,724.2,21.8,3.51,76.88
Karnataka,Belagavi,Wheat,Rabi,3.75,Black,0.689,0.367,941.2,22.8,2.73,83.6
Punjab,Amritsar,Maize,Kharif,8.81,Red,0.419,0.504,613.8,31.8,2.27,61.71
Punjab,Amritsar,Rice,Kharif,6.56,Loamy,0.484,0.261,53.4,37.5,2.09,17.58
Maharashtra,Nagpur,Sugarcane,Kharif,7.87,Black,0.711,0.689,772.8,26.4,1.88,86.95
Maharashtra,Pune,Maize,Rabi,12.58,Alluvial,0.291,0.222,309.8,37.5,1.65,20.48
Uttar Pradesh,Kanpur,Cotton,Rabi,6.61,Alluvial,0.628,0.483,573.9,16.6,2.87,54.3
Maharashtra,Nagpur,Maize,Kharif,2.72,Loamy,0.272,0.566,691.3,17.8,5.59,65.78
Karnataka,Belagavi,Wheat,Kharif,1.81,Black,0.758,0.547,419.1,38.8,2.86,53.86
Maharashtra,Pune,Rice,Rabi,6.84,Alluvial,0.228,0.803,995.8,38.1,5.3,84.14
Punjab,Ludhiana,Cotton,Kharif,2.77,Loamy,0.234,0.488,818.4,27.3,2.83,74.06
Uttar Pradesh,Lucknow,Rice,Rabi,7.72,Red,0.538,0.458,307.9,38.7,2.59,37.22
Maharashtra,Nagpur,Rice,Rabi,11.79,Alluvial,0.766,0.776,573.1,19.4,1.74,66.37
Haryana,Hisar,Maize,Kharif,1.29,Loamy,0.698,0.244,614.9,31.7,2.84,68.07
Karnataka,Mysuru,Wheat,Kharif,14.74,Black,0.785,0.489,635.6,17.9,2.93,65.93
Karnataka,Belagavi,Maize,Rabi,6.87,Black,0.39,0.523,59.1,20.3,5.16,40.08
Karnataka,Mysuru,Wheat,Kharif,15.0,Alluvial,0.617,0.64,155.9,25.1,5.3,66.09
Karnataka,Belagavi,Maize,Rabi,12.54,Red,0.541,0.322,123.8,32.5,5.33,50.83
Haryana,Karnal,Sugarcane,Rabi,11.51,Black,0.347,0.265,384.2,18.4,3.83,37.93
Maharashtra,Nagpur,Rice,Rabi,11.99,Loamy,0.641,0.455,75.7,17.9,4.65,40.64
Uttar Pradesh,Kanpur,Sugarcane,Rabi,7.47,Black,0.765,0.496,811.9,17.5,4.18,79.67
Punjab,Amritsar,Sugarcane,Kharif,10.74,Loamy,0.563,0.634,952.4,38.2,4.27,84.12
Karnataka,Mysuru,Maize,Rabi,12.51,Loamy,0.257,0.637,874.8,36.0,2.86,66.96
Uttar Pradesh,Lucknow,Sugarcane,Kharif,5.95,Loamy,0.382,0.459,101.6,33.1,1.58,27.62
Uttar Pradesh,Lucknow,Cotton,Rabi,14.48,Black,0.574,0.568,399.0,25.6,3.41,66.49
Punjab,Amritsar,Maize,Kharif,14.55,Black,0.341,0.606,129.1,20.4,4.82,42.44
Karnataka,Belagavi,Wheat,Rabi,1.03,Loamy,0.87,0.322,561.4,24.9,3.08,75.77
Karnataka,Mysuru,Cotton,Rabi,5.47,Red,0.565,0.381,691.7,24.2,3.41,73.34
Uttar Pradesh,Kanpur,Maize,Rabi,8.55,Loamy,0.502,0.294,247.6,37.1,5.36,45.9
Karnataka,Mysuru,Cotton,Rabi,14.13,Alluvial,0.836,0.606,182.0,26.5,4.63,73.66
Uttar Pradesh,Lucknow,Sugarcane,Kharif,11.07,Black,0.449,0.667,165.9,32.6,5.86,60.78
Haryana,Hisar,Sugarcane,Rabi,6.74,Black,0.404,0.765,500.1,27.1,4.59,79.42
Uttar Pradesh,Kanpur,Rice,Rabi,0.65,Black,0.81,0.575,976.6,32.9,1.4,88.76
Haryana,Karnal,Rice,Rabi,3.29,Red,0.594,0.457,530.5,30.5,5.47,81.09
Haryana,Hisar,Wheat,Kharif,11.36,Red,0.24,0.465,601.3,33.8,3.64,56.69
Uttar Pradesh,Lucknow,Sugarcane,Rabi,1.81,Black,0.443,0.311,967.6,29.4,3.23,85.01
Uttar Pradesh,Kanpur,Maize,Kharif,5.33,Loamy,0.326,0.396,366.0,28.9,1.23,43.96
Maharashtra,Pune,Wheat,Rabi,6.98,Black,0.635,0.631,751.8,33.1,4.97,90.24
Uttar Pradesh,Lucknow,Cotton,Kharif,12.79,Black,0.634,0.551,405.2,20.6,3.79,60.38
Maharashtra,Nagpur,Sugarcane,Rabi,9.68,Black,0.501,0.423,948.7,23.1,2.74,79.45
Punjab,Ludhiana,Wheat,Kharif,1.16,Alluvial,0.527,0.498,392.0,34.5,4.73,61.15
Uttar Pradesh,Lucknow,Sugarcane,Kharif,13.44,Red,0.896,0.879,732.0,18.6,1.12,76.73
Karnataka,Belagavi,Cotton,Rabi,4.92,Red,0.514,0.441,732.9,20.3,4.29,71.71
Maharashtra,Pune,Cotton,Kharif,10.11,Red,0.595,0.847,146.5,20.5,4.83,58.48
Uttar Pradesh,Lucknow,Sugarcane,Kharif,12.72,Red,0.709,0.498,51.5,33.4,5.39,55.99
Maharashtra,Pune,Sugarcane,Kharif,10.31,Black,0.53,0.841,422.2,20.9,4.31,68.03
Maharashtra,Pune,Cotton,Kharif,9.42,Alluvial,0.824,0.242,898.6,21.0,1.39,72.77
Karnataka,Mysuru,Rice,Rabi,6.68,Black,0.571,0.376,983.7,31.0,5.22,98.67
Karnataka,Mysuru,Cotton,Rabi,13.2,Loamy,0.632,0.619,173.0,33.1,4.0,56.05
Haryana,Karnal,Maize,Rabi,6.28,Loamy,0.702,0.814,848.8,34.7,1.07,79.31
Haryana,Karnal,Cotton,Rabi,13.28,Red,0.578,0.425,570.3,20.5,1.13,50.02
Maharashtra,Pune,Wheat,Kharif,10.56,Red,0.202,0.584,431.0,22.6,3.58,50.32
Haryana,Hisar,Sugarcane,Rabi,2.1,Alluvial,0.86,0.671,800.4,23.3,3.3,94.0
Maharashtra,Pune,Cotton,Kharif,11.88,Black,0.241,0.322,367.5,21.6,5.19,48.01
Karnataka,Mysuru,Sugarcane,Rabi,7.74,Black,0.448,0.853,101.6,18.8,3.1,39.18
Haryana,Karnal,Rice,Kharif,2.63,Red,0.217,0.852,169.4,32.6,4.26,49.46
Uttar Pradesh,Lucknow,Rice,Rabi,8.43,Red,0.813,0.648,828.3,15.8,4.35,83.42
Maharashtra,Nagpur,Maize,Kharif,12.0,Loamy,0.46,0.753,471.6,36.4,1.12,47.31
Karnataka,Belagavi,Rice,Kharif,13.78,Loamy,0.444,0.593,638.5,39.5,2.56,52.09
Uttar Pradesh,Lucknow,Sugarcane,Rabi,9.44,Black,0.609,0.294,544.3,16.7,1.92,42.88
Karnataka,Belagavi,Cotton,Kharif,5.19,Red,0.589,0.364,472.2,36.7,2.88,50.32
Haryana,Hisar,Sugarcane,Kharif,3.9,Red,0.611,0.873,148.4,18.0,4.51,53.18
Karnataka,Belagavi,Maize,Rabi,14.64,Alluvial,0.284,0.861,652.6,16.3,5.86,70.0
Punjab,Amritsar,Maize,Kharif,3.05,Alluvial,0.44,0.593,695.8,36.8,4.81,71.47
Punjab,Ludhiana,Maize,Rabi,8.24,Loamy,0.346,0.299,771.0,23.1,2.22,59.44
Maharashtra,Pune,Cotton,Rabi,6.21,Red,0.516,0.718,611.7,39.0,2.66,57.9
Haryana,Hisar,Rice,Rabi,9.32,Black,0.582,0.339,439.7,28.3,4.9,74.73
Punjab,Amritsar,Rice,Rabi,9.72,Black,0.206,0.618,103.4,36.4,5.04,36.23
Karnataka,Belagavi,Wheat,Rabi,13.2,Alluvial,0.759,0.327,587.1,15.8,2.55,52.45
Maharashtra,Nagpur,Cotton,Kharif,6.86,Loamy,0.339,0.475,513.4,23.7,5.68,69.21
Uttar Pradesh,Lucknow,Cotton,Rabi,12.97,Alluvial,0.806,0.424,570.3,30.2,3.36,79.72
Uttar Pradesh,Lucknow,Cotton,Rabi,8.04,Red,0.259,0.275,334.1,20.3,5.76,46.04
Punjab,Ludhiana,Cotton,Rabi,12.78,Red,0.856,0.498,935.4,19.0,1.78,80.08
Uttar Pradesh,Kanpur,Wheat,Kharif,11.86,Black,0.779,0.805,591.1,36.7,3.55,77.29
Maharashtra,Nagpur,Sugarcane,Rabi,6.28,Black,0.219,0.788,218.2,31.8,2.79,44.62
Haryana,Hisar,Rice,Rabi,2.3,Black,0.689,0.79,68.9,20.8,5.73,61.56
Karnataka,Mysuru,Maize,Rabi,13.39,Black,0.618,0.597,204.6,16.7,3.76,42.98
Uttar Pradesh,Lucknow,Cotton,Kharif,12.48,Loamy,0.346,0.472,658.8,36.9,4.3,60.55
Uttar Pradesh,Kanpur,Cotton,Kharif,14.43,Black,0.421,0.488,390.9,21.7,4.47,56.23
Uttar Pradesh,Lucknow,Wheat,Kharif,8.14,Loamy,0.213,0.548,326.5,38.2,1.44,24.28
Maharashtra,Pune,Wheat,Kharif,2.61,Black,0.53,0.459,583.2,38.7,4.8,61.78
Maharashtra,Pune,Sugarcane,Kharif,8.33,Red,0.82,0.814,473.2,21.2,2.13,69.76
Maharashtra,Pune,Sugarcane,Kharif,5.71,Black,0.766,0.284,488.2,18.1,3.21,54.57
Karnataka,Mysuru,Wheat,Kharif,9.69,Alluvial,0.483,0.525,811.4,23.3,1.73,69.85
Uttar Pradesh,Kanpur,Rice,Kharif,10.41,Red,0.76,0.329,384.7,18.1,3.71,52.81
Haryana,Karnal,Rice,Rabi,4.68,Loamy,0.517,0.731,449.6,19.9,2.79,56.6
Karnataka,Belagavi,Wheat,Kharif,10.3,Red,0.295,0.41,103.4,26.9,2.04,33.74
Uttar Pradesh,Kanpur,Cotton,Kharif,11.97,Black,0.489,0.55,94.6,22.0,2.84,37.79
Haryana,Karnal,Maize,Rabi,10.84,Loamy,0.23,0.381,212.4,19.7,3.52,29.2
Maharashtra,Nagpur,Wheat,Rabi,5.58,Black,0.677,0.282,756.8,19.1,4.44,72.98
Haryana,Karnal,Wheat,Kharif,0.95,Alluvial,0.536,0.757,664.7,39.2,5.22,74.62
Haryana,Karnal,Sugarcane,Rabi,0.85,Red,0.231,0.221,810.6,22.5,3.47,60.49
Uttar Pradesh,Kanpur,Rice,Rabi,0.67,Alluvial,0.598,0.287,776.4,21.4,4.37,75.58
Punjab,Ludhiana,Wheat,Rabi,4.37,Red,0.804,0.209,222.4,30.3,5.09,65.34
Maharashtra,Pune,Maize,Rabi,3.23,Alluvial,0.771,0.802,722.6,20.2,2.36,79.37
Maharashtra,Nagpur,Wheat,Rabi,12.93,Loamy,0.57,0.429,325.1,28.6,2.63,58.88
Uttar Pradesh,Kanpur,Wheat,Rabi,12.88,Loamy,0.357,0.556,666.3,29.1,2.83,71.66
Maharashtra,Nagpur,Wheat,Kharif,0.96,Loamy,0.448,0.442,565.0,21.4,2.34,53.48
Haryana,Karnal,Maize,Kharif,4.11,Black,0.601,0.817,544.5,31.5,2.79,75.63
Uttar Pradesh,Lucknow,Rice,Rabi,5.71,Alluvial,0.334,0.459,861.1,33.5,2.67,68.57
Haryana,Karnal,Rice,Rabi,12.72,Black,0.485,0.722,241.3,35.3,1.42,39.59
Maharashtra,Nagpur,Maize,Rabi,7.77,Loamy,0.671,0.33,684.4,15.2,5.17,66.21
Uttar Pradesh,Lucknow,Sugarcane,Kharif,1.36,Red,0.872,0.277,114.2,16.1,3.14,35.06
Karnataka,Belagavi,Wheat,Rabi,4.27,Red,0.64,0.23,417.2,22.3,2.14,48.31
Punjab,Amritsar,Sugarcane,Kharif,13.59,Alluvial,0.792,0.825,55.5,33.5,3.74,58.82
Haryana,Karnal,Maize,Kharif,8.3,Loamy,0.853,0.367,344.7,22.9,5.03,71.22
Punjab,Amritsar,Sugarcane,Rabi,1.56,Black,0.488,0.559,111.8,27.7,5.8,65.04
Uttar Pradesh,Kanpur,Sugarcane,Kharif,14.91,Loamy,0.495,0.317,322.0,28.8,3.86,59.05
Punjab,Amritsar,Sugarcane,Rabi,4.28,Alluvial,0.477,0.788,651.7,19.2,2.63,64.53
Maharashtra,Nagpur,Cotton,Kharif,8.35,Loamy,0.577,0.812,98.0,25.6,1.91,50.15
Karnataka,Mysuru,Rice,Kharif,14.06,Black,0.344,0.852,671.9,17.8,3.91,66.09
Haryana,Hisar,Rice,Kharif,11.64,Loamy,0.43,0.847,941.5,16.0,1.07,64.65
Maharashtra,Nagpur,Rice,Kharif,12.15,Red,0.398,0.514,63.6,35.1,4.52,38.36
Punjab,Ludhiana,Cotton,Rabi,2.13,Black,0.528,0.318,89.4,23.5,1.75,30.65
Maharashtra,Pune,Maize,Kharif,7.94,Red,0.684,0.422,666.2,26.5,3.85,84.05
Haryana,Hisar,Wheat,Rabi,4.08,Alluvial,0.704,0.373,253.9,28.7,4.39,67.21
Punjab,Amritsar,Maize,Rabi,9.26,Black,0.5,0.792,742.4,29.5,2.6,84.42
Uttar Pradesh,Kanpur,Wheat,Kharif,11.09,Loamy,0.704,0.456,723.0,26.6,1.75,78.14
Maharashtra,Nagpur,Wheat,Rabi,14.86,Red,0.642,0.755,63.8,37.0,5.77,55.38
Uttar Pradesh,Lucknow,Maize,Kharif,4.65,Alluvial,0.797,0.618,600.4,31.5,5.28,92.77
Maharashtra,Pune,Wheat,Kharif,14.71,Black,0.588,0.857,822.7,31.7,2.75,89.49
Uttar Pradesh,Kanpur,Wheat,Kharif,7.55,Alluvial,0.776,0.739,679.6,37.4,2.26,72.12
Haryana,Karnal,Rice,Rabi,7.66,Red,0.8,0.826,617.8,27.7,4.92,100.0
Maharashtra,Pune,Sugarcane,Rabi,7.86,Red,0.408,0.468,176.4,21.9,2.2,33.6
Maharashtra,Nagpur,Cotton,Kharif,4.13,Red,0.859,0.558,172.5,22.0,4.65,63.89
Uttar Pradesh,Kanpur,Sugarcane,Kharif,8.06,Loamy,0.892,0.552,950.4,37.9,5.71,100.0
Uttar Pradesh,Lucknow,Wheat,Rabi,14.7,Black,0.453,0.276,789.4,24.2,4.1,75.12
Maharashtra,Pune,Cotton,Kharif,1.72,Alluvial,0.773,0.439,857.0,39.8,2.74,70.98
Karnataka,Belagavi,Maize,Kharif,8.1,Black,0.545,0.376,328.6,34.1,4.78,56.61
Maharashtra,Pune,Cotton,Rabi,9.38,Red,0.649,0.724,544.7,27.8,4.16,88.45
Haryana,Hisar,Sugarcane,Kharif,4.41,Alluvial,0.584,0.452,563.3,25.1,5.18,80.01
Maharashtra,Pune,Sugarcane,Rabi,14.81,Alluvial,0.63,0.836,391.3,32.5,1.28,59.92
Karnataka,Belagavi,Rice,Rabi,13.31,Black,0.275,0.779,310.5,33.2,2.63,47.37
Uttar Pradesh,Lucknow,Cotton,Kharif,4.11,Red,0.419,0.241,294.9,27.3,5.73,62.69
Karnataka,Mysuru,Cotton,Kharif,3.53,Alluvial,0.829,0.215,909.6,17.8,1.67,67.82
Maharashtra,Pune,Maize,Rabi,12.43,Loamy,0.775,0.399,300.6,28.0,5.84,81.33
Punjab,Ludhiana,Wheat,Kharif,4.28,Red,0.781,0.388,376.1,20.0,3.54,57.54
Uttar Pradesh,Lucknow,Cotton,Kharif,8.66,Black,0.608,0.604,123.2,33.8,5.55,58.69
Karnataka,Mysuru,Rice,Kharif,10.62,Loamy,0.291,0.666,366.9,19.3,3.5,45.28
Haryana,Hisar,Maize,Kharif,2.04,Black,0.345,0.561,490.0,39.7,3.95,46.95
Punjab,Amritsar,Sugarcane,Kharif,4.47,Loamy,0.546,0.839,723.1,31.9,4.63,91.59
Maharashtra,Nagpur,Wheat,Rabi,3.07,Black,0.454,0.796,728.7,29.2,1.1,75.33
Uttar Pradesh,Kanpur,Rice,Rabi,0.73,Black,0.233,0.585,994.7,23.6,2.72,77.32
Haryana,Hisar,Maize,Rabi,1.97,Black,0.527,0.667,518.8,31.9,5.08,78.66
Punjab,Ludhiana,Cotton,Kharif,6.91,Loamy,0.233,0.415,284.8,25.4,2.59,40.52
Karnataka,Mysuru,Rice,Kharif,11.73,Loamy,0.479,0.894,266.2,21.6,1.26,45.92
Karnataka,Mysuru,Cotton,Kharif,10.47,Alluvial,0.812,0.665,583.9,32.8,4.75,88.39
Haryana,Karnal,Rice,Kharif,5.92,Alluvial,0.549,0.631,960.1,23.3,4.8,97.59
Haryana,Hisar,Wheat,Kharif,7.71,Alluvial,0.521,0.228,842.7,24.4,1.36,65.67
Maharashtra,Pune,Maize,Kharif,8.79,Loamy,0.389,0.865,327.2,28.9,5.01,74.85
Punjab,Amritsar,Wheat,Kharif,11.27,Loamy,0.553,0.208,298.4,23.1,5.26,55.97
Karnataka,Belagavi,Cotton,Rabi,3.15,Loamy,0.49,0.351,867.3,33.7,2.77,71.74
Punjab,Amritsar,Sugarcane,Kharif,2.82,Red,0.703,0.78,348.3,22.0,2.21,60.57
Maharashtra,Nagpur,Cotton,Kharif,4.53,Red,0.69,0.488,350.5,38.5,2.31,44.42
Karnataka,Mysuru,Cotton,Kharif,4.88,Red,0.805,0.737,696.9,26.4,3.54,95.94
Maharashtra,Pune,Wheat,Kharif,6.28,Loamy,0.734,0.822,369.2,19.1,4.69,70.35
Uttar Pradesh,Kanpur,Wheat,Kharif,4.29,Black,0.247,0.428,118.6,32.6,2.93,30.72
Karnataka,Mysuru,Cotton,Kharif,14.79,Loamy,0.785,0.211,636.0,21.4,1.52,58.95
Karnataka,Mysuru,Cotton,Kharif,8.54,Loamy,0.884,0.75,785.5,23.9,1.04,85.96
Punjab,Ludhiana,Sugarcane,Kharif,14.79,Loamy,0.299,0.408,212.2,26.9,4.98,53.97
Maharashtra,Pune,Rice,Rabi,1.97,Black,0.742,0.37,316.8,30.0,5.51,74.61
Uttar Pradesh,Kanpur,Cotton,Kharif,14.51,Red,0.262,0.622,136.1,18.9,4.02,33.42
Punjab,Ludhiana,Maize,Rabi,9.44,Loamy,0.543,0.521,752.8,28.0,1.53,77.32
Uttar Pradesh,Kanpur,Rice,Kharif,3.97,Loamy,0.659,0.209,623.9,34.3,1.85,56.14
Karnataka,Mysuru,Sugarcane,Rabi,13.92,Red,0.662,0.206,430.3,37.8,5.43,57.39
Punjab,Amritsar,Wheat,Rabi,4.0,Alluvial,0.567,0.235,410.6,19.4,1.11,34.6
Uttar Pradesh,Lucknow,Maize,Rabi,7.39,Alluvial,0.245,0.425,383.8,35.2,4.68,47.39
Uttar Pradesh,Kanpur,Sugarcane,Kharif,3.63,Black,0.64,0.243,127.4,15.2,3.83,28.39
Karnataka,Belagavi,Wheat,Kharif,4.14,Black,0.877,0.776,459.6,34.6,3.04,75.08
Karnataka,Mysuru,Maize,Rabi,4.95,Black,0.79,0.676,860.7,22.3,3.31,92.74
Karnataka,Belagavi,Sugarcane,Rabi,9.62,Alluvial,0.263,0.526,297.6,26.7,4.89,59.09
Punjab,Ludhiana,Maize,Rabi,1.75,Alluvial,0.463,0.598,718.1,36.9,5.72,77.86
Karnataka,Mysuru,Wheat,Kharif,2.99,Red,0.582,0.434,123.5,16.6,4.8,38.59
Punjab,Ludhiana,Rice,Kharif,2.45,Alluvial,0.306,0.377,429.1,38.5,4.37,42.44
Uttar Pradesh,Lucknow,Wheat,Kharif,6.82,Alluvial,0.501,0.675,779.2,26.9,2.07,81.52
Uttar Pradesh,Kanpur,Rice,Kharif,9.24,Red,0.344,0.671,179.9,15.6,5.32,39.61
Uttar Pradesh,Kanpur,Cotton,Kharif,9.99,Black,0.869,0.76,779.2,27.5,5.1,100.0
Karnataka,Mysuru,Sugarcane,Rabi,10.34,Loamy,0.431,0.641,531.4,26.5,5.95,84.43
Haryana,Karnal,Maize,Rabi,1.27,Loamy,0.605,0.761,583.0,16.6,4.47,68.9
Maharashtra,Nagpur,Wheat,Kharif,5.03,Black,0.729,0.489,111.4,29.6,1.65,48.36
Haryana,Hisar,Rice,Rabi,8.64,Alluvial,0.382,0.481,366.0,35.1,5.62,57.59
Maharashtra,Nagpur,Rice,Kharif,11.33,Red,0.618,0.832,240.6,34.0,4.42,64.56
Maharashtra,Pune,Sugarcane,Rabi,14.49,Alluvial,0.605,0.788,945.1,29.3,1.8,94.53
Uttar Pradesh,Lucknow,Maize,Rabi,7.46,Alluvial,0.632,0.538,974.4,22.3,5.37,99.74
Karnataka,Belagavi,Sugarcane,Kharif,11.7,Black,0.552,0.338,400.5,21.8,3.1,50.9
Karnataka,Mysuru,Sugarcane,Kharif,11.36,Alluvial,0.252,0.802,825.4,34.1,2.55,70.69
Maharashtra,Pune,Rice,Rabi,14.31,Red,0.858,0.767,894.8,16.2,5.25,96.59
Karnataka,Mysuru,Rice,Kharif,5.72,Loamy,0.329,0.51,441.2,16.2,5.15,48.48
Haryana,Hisar,Wheat,Rabi,8.09,Black,0.286,0.405,295.7,36.0,1.97,28.77
Haryana,Hisar,Rice,Rabi,4.19,Loamy,0.532,0.368,835.7,39.0,1.28,54.0
Haryana,Hisar,Maize,Kharif,7.12,Red,0.31,0.49,338.1,30.3,2.09,45.85
Maharashtra,Nagpur,Sugarcane,Kharif,5.35,Alluvial,0.349,0.633,584.5,26.6,1.48,61.86
Karnataka,Mysuru,Rice,Rabi,3.1,Alluvial,0.258,0.512,693.1,33.8,2.99,59.84
Maharashtra,Nagpur,Maize,Rabi,9.66,Alluvial,0.821,0.652,822.3,28.0,4.59,100.0
Haryana,Hisar,Maize,Rabi,9.51,Loamy,0.809,0.228,675.0,36.2,1.87,60.72
Haryana,Hisar,Cotton,Kharif,6.47,Red,0.363,0.657,330.4,35.6,1.07,35.8
Haryana,Karnal,Rice,Kharif,3.63,Black,0.429,0.215,569.4,30.8,2.14,53.96
Uttar Pradesh,Lucknow,Sugarcane,Rabi,10.95,Loamy,0.578,0.778,531.8,28.5,1.26,71.57
Haryana,Hisar,Cotton,Kharif,1.46,Red,0.87,0.442,874.7,39.0,5.72,91.83
Karnataka,Mysuru,Rice,Kharif,1.73,Red,0.572,0.675,586.5,20.8,1.31,58.37
Punjab,Ludhiana,Rice,Rabi,3.93,Black,0.842,0.248,934.4,35.8,1.1,72.29
Haryana,Hisar,Sugarcane,Kharif,6.7,Red,0.664,0.364,937.0,21.9,2.3,78.49
Karnataka,Belagavi,Rice,Rabi,14.72,Alluvial,0.443,0.785,293.6,16.9,1.16,33.41
Punjab,Ludhiana,Wheat,Rabi,4.1,Black,0.416,0.792,518.1,35.7,2.87,59.22
Uttar Pradesh,Kanpur,Sugarcane,Kharif,13.5,Alluvial,0.889,0.482,827.7,25.4,3.27,95.7
Maharashtra,Nagpur,Wheat,Rabi,11.93,Loamy,0.461,0.451,998.9,24.6,2.24,81.76
Haryana,Hisar,Cotton,Kharif,4.75,Black,0.298,0.688,355.3,35.1,5.86,60.49
Karnataka,Belagavi,Sugarcane,Kharif,11.78,Alluvial,0.666,0.745,493.0,37.9,4.95,71.54
Punjab,Ludhiana,Maize,Kharif,12.31,Loamy,0.772,0.21,647.6,39.3,2.16,52.85
Karnataka,Belagavi,Rice,Rabi,1.24,Alluvial,0.732,0.422,406.8,27.1,3.54,72.41
Punjab,Amritsar,Sugarcane,Rabi,8.23,Loamy,0.626,0.33,899.7,27.1,1.58,81.25
Punjab,Ludhiana,Cotton,Kharif,2.82,Red,0.464,0.275,237.8,34.1,4.85,47.05
Haryana,Karnal,Rice,Kharif,6.09,Loamy,0.505,0.787,585.1,24.4,1.9,68.91
Karnataka,Mysuru,Sugarcane,Rabi,2.89,Black,0.823,0.894,389.1,22.3,2.09,69.66
Uttar Pradesh,Kanpur,Rice,Kharif,10.74,Red,0.652,0.846,949.1,36.9,5.31,100.0
Uttar Pradesh,Kanpur,Maize,Kharif,9.72,Alluvial,0.583,0.775,828.0,30.0,1.11,82.73
Haryana,Karnal,Wheat,Rabi,9.45,Red,0.247,0.216,465.0,34.8,1.15,29.45
Maharashtra,Nagpur,Maize,Kharif,9.81,Black,0.763,0.754,733.7,37.2,2.09,74.29
Karnataka,Belagavi,Maize,Rabi,12.63,Red,0.54,0.423,692.4,27.3,5.48,90.09
Punjab,Ludhiana,Cotton,Kharif,13.42,Alluvial,0.353,0.746,95.6,22.1,4.12,44.59
Maharashtra,Pune,Maize,Kharif,1.64,Black,0.781,0.731,734.0,23.9,4.92,98.71
Haryana,Hisar,Maize,Kharif,14.73,Black,0.508,0.407,381.0,28.0,5.68,75.41
Haryana,Karnal,Wheat,Kharif,2.67,Alluvial,0.552,0.71,763.5,20.6,1.5,67.95
Uttar Pradesh,Lucknow,Wheat,Rabi,8.89,Loamy,0.506,0.578,152.6,32.4,4.67,54.34
Maharashtra,Pune,Rice,Rabi,11.47,Black,0.25,0.795,837.9,26.8,3.8,87.12
Haryana,Karnal,Cotton,Kharif,8.41,Alluvial,0.741,0.439,761.4,26.1,2.89,85.63
Karnataka,Belagavi,Rice,Rabi,0.79,Loamy,0.87,0.743,191.7,16.9,2.54,49.11
Maharashtra,Pune,Wheat,Kharif,1.4,Loamy,0.4,0.346,602.1,31.9,4.17,65.81
Haryana,Karnal,Rice,Kharif,2.23,Black,0.361,0.823,375.2,35.0,2.25,49.22
Haryana,Karnal,Cotton,Rabi,11.68,Loamy,0.603,0.388,526.1,39.1,1.1,40.41
Maharashtra,Nagpur,Wheat,Rabi,3.58,Loamy,0.852,0.65,883.6,23.2,5.14,100.0
Karnataka,Mysuru,Rice,Rabi,1.84,Loamy,0.86,0.521,993.0,28.5,4.79,100.0
Uttar Pradesh,Lucknow,Sugarcane,Rabi,7.26,Black,0.225,0.669,105.5,17.2,5.22,34.38
